Lineup,Players,Salary,Score
1,"Jamal Murray, Keyonte George, Jarace Walker, Pascal Siakam, Walker Kessler, RayJ Dennis, Lauri Markkanen, Russell Westbrook",50000,4.605195367670728
2,"Jamal Murray, Keyonte George, Jarace Walker, Pascal Siakam, Tony Bradley, Russell Westbrook, Lauri Markkanen, Walker Kessler",49700,4.56327078950933
3,"Cade Cunningham, Keyonte George, Jarace Walker, Matas Buzelis, Walker Kessler, RayJ Dennis, Pascal Siakam, Russell Westbrook",50000,4.561833108831516
4,"Jrue Holiday, Keyonte George, Jarace Walker, Matas Buzelis, Walker Kessler, Russell Westbrook, Michael Porter Jr., Pascal Siakam",49700,4.554086579853582
5,"Jrue Holiday, Keyonte George, Jarace Walker, Pascal Siakam, Walker Kessler, RayJ Dennis, Lauri Markkanen, Russell Westbrook",49000,4.550160793378625
6,"Jamal Murray, Keyonte George, Jarace Walker, Michael Porter Jr., Walker Kessler, RayJ Dennis, Pascal Siakam, Russell Westbrook",48900,4.549212333880759
7,"RayJ Dennis, Keyonte George, Jarace Walker, Michael Porter Jr., Walker Kessler, Russell Westbrook, Lauri Markkanen, Pascal Siakam",48800,4.54126401993498
8,"Jamal Murray, Keyonte George, Jarace Walker, Pascal Siakam, Jusuf Nurkic, Russell Westbrook, Lauri Markkanen, Walker Kessler",50000,4.537807241053038
9,"Jamal Murray, Keyonte George, Jarace Walker, Pascal Siakam, Tony Bradley, Jrue Holiday, Lauri Markkanen, Russell Westbrook",49900,4.524027014937295
10,"Jrue Holiday, Keyonte George, Jarace Walker, Matas Buzelis, Jalen Duren, Russell Westbrook, Pascal Siakam, Walker Kessler",50000,4.523213890236647
11,"Jamal Murray, Keyonte George, Jarace Walker, Matas Buzelis, Walker Kessler, RayJ Dennis, Pascal Siakam, Russell Westbrook",47900,4.520252221451591
12,"Cade Cunningham, Keyonte George, Jarace Walker, Matas Buzelis, Tony Bradley, Russell Westbrook, Pascal Siakam, Walker Kessler",49700,4.519908530670118
13,"RayJ Dennis, Keyonte George, Jarace Walker, Pascal Siakam, Nikola Jokic, Russell Westbrook, Nique Clifford, Walker Kessler",50000,4.518852154933009
14,"Jrue Holiday, Keyonte George, Jarace Walker, Pascal Siakam, Walker Kessler, RayJ Dennis, Jaylen Brown, Russell Westbrook",49700,4.517194136932665
15,"Jamal Murray, Ben Sheppard, Jarace Walker, Matas Buzelis, Walker Kessler, Russell Westbrook, Lauri Markkanen, Pascal Siakam",49300,4.515327334791053
16,"Jamal Murray, Keyonte George, Jarace Walker, Michael Porter Jr., Tony Bradley, Russell Westbrook, Lauri Markkanen, Pascal Siakam",49700,4.515130241493651
17,"RayJ Dennis, Nique Clifford, Jarace Walker, Michael Porter Jr., Nikola Jokic, Russell Westbrook, Pascal Siakam, Walker Kessler",49900,4.513550450021013
18,"RayJ Dennis, Keyonte George, Jarace Walker, Matas Buzelis, Walker Kessler, Russell Westbrook, Lauri Markkanen, Pascal Siakam",47800,4.512303907505812
19,"RayJ Dennis, Keyonte George, Jarace Walker, Pascal Siakam, Jalen Duren, Russell Westbrook, Lauri Markkanen, Walker Kessler",49100,4.510391330318045
20,"RayJ Dennis, Keyonte George, Jarace Walker, Michael Porter Jr., Walker Kessler, Russell Westbrook, Jaylen Brown, Pascal Siakam",49500,4.508297363489021
21,"Jrue Holiday, Keyonte George, Jarace Walker, Pascal Siakam, Tony Bradley, Russell Westbrook, Lauri Markkanen, Walker Kessler",48700,4.508236215217226
22,"Jamal Murray, Keyonte George, Franz Wagner, Jarace Walker, Walker Kessler, RayJ Dennis, Pascal Siakam, Russell Westbrook",49800,4.508155106979173
23,"Jamal Murray, Keyonte George, Jarace Walker, Michael Porter Jr., Tony Bradley, Russell Westbrook, Pascal Siakam, Walker Kessler",48600,4.507287755719361
24,"RayJ Dennis, Keyonte George, Jarace Walker, Pascal Siakam, Kristaps Porzingis, Russell Westbrook, Lauri Markkanen, Walker Kessler",49200,4.506287392232662
25,"Jamal Murray, Nique Clifford, Jarace Walker, Matas Buzelis, Walker Kessler, Russell Westbrook, Lauri Markkanen, Pascal Siakam",49100,4.505849820642797
26,"Jamal Murray, Keyonte George, Jarace Walker, Jerami Grant, Walker Kessler, Russell Westbrook, Matas Buzelis, Pascal Siakam",49900,4.503656306101984
27,"RayJ Dennis, Keyonte George, Jarace Walker, Pascal Siakam, Nikola Jokic, Russell Westbrook, Josh Minott, Walker Kessler",50000,4.5031578410945166
28,"Jamal Murray, Keyonte George, Jarace Walker, Pascal Siakam, Walker Kessler, Jrue Holiday, Ben Sheppard, Russell Westbrook",49500,4.502502891785895
29,"RayJ Dennis, Keyonte George, Franz Wagner, Jarace Walker, Walker Kessler, Russell Westbrook, Lauri Markkanen, Pascal Siakam",49700,4.500206793033394
30,"Jamal Murray, Ben Sheppard, Jarace Walker, Michael Porter Jr., Walker Kessler, Jrue Holiday, Pascal Siakam, Russell Westbrook",49400,4.497201186873898
